combined	chromosome	haplotype	region	subtelomeric	acrocentric	repeat	gene
4222	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4223	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	exon_specific
4224	chr7_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intron_specific
4225	chr7_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intron_specific
4226	chr7_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intergenic_specific
4227	chr7_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intron_specific
4228	chr7_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intron_specific
4229	chr7_specific	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	exon_specific
4230	submetacentric_multigroup1	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_II_DNA_Transposition_multigroup1	intergenic_specific
4231	chr7_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
4232	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intron_specific
4233	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4234	chr7_specific	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4235	chr7_specific	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
4236	chr7_specific	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4237	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
4238	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4239	chr7_specific	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
4240	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
4241	chr7_specific	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
4242	submetacentric_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
4243	chr7_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Interspersed_Repeat_multigroup1	intergenic_specific
4244	chr7_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4245	chr7_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intergenic_specific
4246	chr7_specific	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intergenic_specific
4247	autosome_multigroup1	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	intron_specific
4248	autosome_multigroup1	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	exon_specific
4249	submetacentric_multigroup1	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	intron_specific
4250	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	intergenic_specific
4251	autosome_multigroup1	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	intron_specific
4252	autosome_multigroup1	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	intergenic_specific
4253	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4254	autosome_multigroup1	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	repeat_multigroup1	intron_specific
4255	chr7_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	repeat_multigroup1	intergenic_specific
4256	chr7_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	intergenic_specific
4257	autosome_multigroup1	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	repeat_multigroup1	intergenic_specific
4258	chr7_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4259	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	D20S16_specific	exon_specific
4260	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
4261	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
4262	chr7_specific	hap1_specific_nonrepetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4263	chr7_specific	hap1_specific_nonrepetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4264	chr7_specific	hap1_specific_repetitive	hsat_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4265	chr7_specific	hap1_specific_repetitive	hsat_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4266	chr7_specific	hap1_specific_repetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4267	chr7_specific	hap1_specific_nonrepetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4268	chr7_specific	hap1_specific_nonrepetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4269	chr7_specific	hap1_specific_repetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4270	submetacentric_multigroup1	hap1_specific_repetitive	hsat_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4271	submetacentric_multigroup1	hap1_specific_repetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4272	chr7_specific	hap1_specific_nonrepetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
4273	chr7_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4274	chr7_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4275	autosome_multigroup1	hap1_specific_repetitive	asat_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
4276	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4277	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
4278	chr7_specific	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4279	chr7_specific	hap1_specific_repetitive	asat_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4280	chr7_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4281	chr7_specific	hap1_specific_nonrepetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4282	chr7_specific	hap1_specific_repetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4283	chr7_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4284	submetacentric_multigroup1	hap1_specific_repetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
4285	chr7_specific	hap1_specific_nonrepetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4286	autosome_multigroup1	hap1_specific_repetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4287	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
4288	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4289	chr7_specific	hap1_specific_repetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4290	chr7_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
4291	chr7_specific	hap1_specific_nonrepetitive	inactive_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4292	chr7_specific	hap1_specific_repetitive	inactive_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4293	chr7_specific	hap1_specific_repetitive	hor_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4294	chr7_specific	hap1_specific_nonrepetitive	active_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4295	chr7_specific	hap1_specific_repetitive	active_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4296	chr7_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4297	chr7_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
4298	submetacentric_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LINE-dependent_Retroposon_multigroup1	intron_specific
4299	chr7_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
4300	chr7_specific	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	exon_specific
4301	chr7_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4302	chr7_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4303	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	exon_specific
4304	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4305	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4306	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
4307	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
4308	chr7_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4309	chr7_specific	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4310	chr7_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
4311	chr7_specific	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
4312	chr7_specific	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4313	submetacentric_multigroup1	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_I_Retrotransposition_multigroup1	intron_specific
4314	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4315	submetacentric_multigroup1	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	exon_specific
4316	chr7_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
4317	chr7_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	exon_specific
4318	chr7_specific	hap1_specific_repetitive	hsat2_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
4319	autosome_multigroup1	hap1_specific_repetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	exon_specific
4320	chr7_specific	hap1_specific_nonrepetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4321	chr7_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intron_specific
4322	chr7_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intron_specific
4323	chr7_specific	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	exon_specific
4324	chr7_specific	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intron_specific
4325	chr7_specific	hap1_specific_nonrepetitive	ct_specific	ITS_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4326	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4327	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4328	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
4329	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4330	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4331	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
4332	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
4333	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4334	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_I_Retrotransposition_multigroup1	intron_specific
4335	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
4336	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_I_Retrotransposition_multigroup1	intergenic_specific
4337	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
4338	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
4339	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	exon_specific
4340	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
4341	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
4342	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
4343	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4344	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intron_specific
4345	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4346	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	exon_specific
4347	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
4348	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
4349	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Transposable_Element_multigroup1	intergenic_specific
4350	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
4351	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intergenic_specific
4352	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	exon_specific
4353	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
4354	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intron_specific
4355	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
4356	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE-dependent_Retroposon_multigroup1	intron_specific
4357	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
4358	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
4359	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Transposable_Element_multigroup1	intron_specific
4360	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
4361	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intergenic_specific
4362	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intergenic_specific
4363	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intergenic_specific
4364	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
4365	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	exon_specific
4366	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	exon_specific
4367	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intron_specific
4368	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intron_specific
4369	submetacentric_multigroup1	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE-dependent_Retroposon_multigroup1	intergenic_specific
4370	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intergenic_specific
4371	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intron_specific
4372	categorized	hap1_specific_repetitive	arm_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intron_specific
4373	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
4374	autosome_multigroup1	hap1_specific_repetitive	arm_multigroup1	nonsubtelomeric_specific	PHR_specific	nonrepeat_specific	intergenic_specific
4375	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	exon_specific
4376	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intron_specific
4377	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intron_specific
4378	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	ITS_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
4379	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_I_Retrotransposition_multigroup1	exon_specific
4380	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
4381	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Interspersed_Repeat_multigroup1	intergenic_specific
4382	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intergenic_specific
4383	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Interspersed_Repeat_multigroup1	intron_specific
4384	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intron_specific
4385	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Transposable_Element_multigroup1	exon_specific
4386	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	exon_specific
4387	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
4388	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intron_specific
4389	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	exon_specific
4390	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	exon_specific
4391	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	exon_specific
4392	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intron_specific
4393	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	ITS_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4394	autosome_multigroup1	hap1_specific_repetitive	hsat1B_specific	nonsubtelomeric_specific	PHR_specific	LINE_specific	intron_specific
4395	autosome_multigroup1	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	rDNA_specific	Transposable_Element_multigroup1	intron_specific
4396	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	exon_specific
4397	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	exon_specific
4398	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intron_specific
4399	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Interspersed_Repeat_multigroup1	exon_specific
4400	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	exon_specific
4401	autosome_multigroup1	hap1_specific_repetitive	arm_multigroup1	nonsubtelomeric_specific	PHR_specific	DNA_specific	intron_specific
4402	autosome_multigroup1	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	PHR_specific	Class_I_Retrotransposition_multigroup1	intron_specific
4403	categorized	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intergenic_specific
4404	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intergenic_specific
4405	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	exon_specific
4406	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intron_specific
4407	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intron_specific
4408	chr7_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intron_specific
4409	submetacentric_multigroup1	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	exon_specific
4410	submetacentric_multigroup1	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intergenic_specific
4411	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	TAR1_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4412	chr7_specific	hap1_specific_repetitive	q_arm_specific	TAR1_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4413	chr7_specific	hap1_specific_nonrepetitive	q_arm_specific	noncanonical_telomere_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4414	chr8_specific	hap1_specific_nonrepetitive	p_arm_specific	noncanonical_telomere_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4415	chr8_specific	hap1_specific_nonrepetitive	p_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4416	autosome_multigroup1	hap1_specific_repetitive	p_arm_specific	ITS_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
4417	chr8_specific	hap1_specific_nonrepetitive	p_arm_specific	TAR1_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
